Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,label,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study
SRR1766046,AMPLICON,308,8685616,PRJNA268708,SAMN03224106,Metagenome or environmental,4885842,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847571,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.48,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.48,SRP050404
SRR1766053,AMPLICON,309,17423304,PRJNA268708,SAMN03224109,Metagenome or environmental,9548702,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847578,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.49.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.49.2,SRP050404
SRR1766055,AMPLICON,309,14751771,PRJNA268708,SAMN03224110,Metagenome or environmental,8081963,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847580,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.50,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.50,SRP050404
SRR1766057,AMPLICON,309,13390604,PRJNA268708,SAMN03224111,Metagenome or environmental,7473295,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847582,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.50.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.50.2,SRP050404
SRR1766059,AMPLICON,309,17690073,PRJNA268708,SAMN03224113,Metagenome or environmental,9644553,VHIR,2011-11-03,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847585,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.52,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.52,SRP050404
SRR1766062,AMPLICON,310,16917465,PRJNA268708,SAMN03224115,Metagenome or environmental,9258942,VHIR,2011-11-03,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847588,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.54,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.54,SRP050404
SRR1766064,AMPLICON,303,10975425,PRJNA268708,SAMN03224116,Metagenome or environmental,6365430,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847589,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.55,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.55,SRP050404
SRR1766066,AMPLICON,304,14783634,PRJNA268708,SAMN03224117,Metagenome or environmental,8515137,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847590,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.56,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.56,SRP050404
SRR1766069,AMPLICON,301,14252033,PRJNA268708,SAMN03224118,Metagenome or environmental,8411737,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847591,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.57,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.57,SRP050404
SRR1766074,AMPLICON,301,7053798,PRJNA268708,SAMN03224121,Metagenome or environmental,4193608,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847594,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.60,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.60,SRP050404
SRR1766078,AMPLICON,304,15569072,PRJNA268708,SAMN03224123,Metagenome or environmental,9044616,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847596,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.62,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.62,SRP050404
SRR1766081,AMPLICON,302,14752393,PRJNA268708,SAMN03224126,Metagenome or environmental,8779798,VHIR,2012-04-30,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847602,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.65,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.65,SRP050404
SRR1766085,AMPLICON,301,12088998,PRJNA268708,SAMN03224130,Metagenome or environmental,7179028,VHIR,2012-05-29,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847612,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.57.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.57.2,SRP050404
SRR1766087,AMPLICON,302,16312568,PRJNA268708,SAMN03224132,Metagenome or environmental,9598673,VHIR,2012-05-29,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847618,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.59.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.59.2,SRP050404
SRR1766089,AMPLICON,301,15274947,PRJNA268708,SAMN03224134,Metagenome or environmental,9197538,VHIR,2012-05-29,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847623,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.61.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.61.2,SRP050404
SRR1766091,AMPLICON,303,14704594,PRJNA268708,SAMN03224136,Metagenome or environmental,8597756,VHIR,2012-05-29,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847628,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.63.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.63.2,SRP050404
SRR1766093,AMPLICON,301,14409539,PRJNA268708,SAMN03224138,Metagenome or environmental,8528920,VHIR,2012-05-29,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847633,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.65.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.65.2,SRP050404
SRR1689253,AMPLICON,309,13211126,PRJNA268708,SAMN03223900,Metagenome or environmental,7174730,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793681,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.51,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.51,SRP050404
SRR1689254,AMPLICON,309,14829032,PRJNA268708,SAMN03223901,Metagenome or environmental,8038563,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793704,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.52,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.52,SRP050404
SRR1689291,AMPLICON,308,22165084,PRJNA268708,SAMN03223902,Metagenome or environmental,12043588,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793708,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.53,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.53,SRP050404
SRR1689362,AMPLICON,308,18026117,PRJNA268708,SAMN03223903,Metagenome or environmental,10014098,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793709,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.54,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.54,SRP050404
SRR1689401,AMPLICON,309,20642503,PRJNA268708,SAMN03223904,Metagenome or environmental,11137721,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793710,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.55,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.55,SRP050404
SRR1689515,AMPLICON,309,12697144,PRJNA268708,SAMN03223905,Metagenome or environmental,6841912,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793726,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.58,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.58,SRP050404
SRR1689535,AMPLICON,309,17749306,PRJNA268708,SAMN03223906,Metagenome or environmental,9623395,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793730,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.59,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.59,SRP050404
SRR1689572,AMPLICON,308,17632395,PRJNA268708,SAMN03223907,Metagenome or environmental,9659346,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793740,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.60,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.60,SRP050404
SRR1689635,AMPLICON,310,17001654,PRJNA268708,SAMN03223908,Metagenome or environmental,9093359,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793747,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.61,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.61,SRP050404
SRR1689692,AMPLICON,309,13350289,PRJNA268708,SAMN03223909,Metagenome or environmental,7144493,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793754,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.62,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.62,SRP050404
SRR1689821,AMPLICON,309,10100965,PRJNA268708,SAMN03223910,Metagenome or environmental,5338395,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793770,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.63,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.63,SRP050404
SRR1689859,AMPLICON,307,18972264,PRJNA268708,SAMN03223911,Metagenome or environmental,10644567,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793798,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.64,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.64,SRP050404
SRR1689935,AMPLICON,307,18796436,PRJNA268708,SAMN03223912,Metagenome or environmental,10323163,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793802,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.65,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.65,SRP050404
SRR1690046,AMPLICON,308,21513397,PRJNA268708,SAMN03223913,Metagenome or environmental,11573330,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793818,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.66,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.66,SRP050404
SRR1690153,AMPLICON,308,12182350,PRJNA268708,SAMN03223914,Metagenome or environmental,6757990,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793844,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.67,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.67,SRP050404
SRR1690276,AMPLICON,307,17612145,PRJNA268708,SAMN03223915,Metagenome or environmental,9698958,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793851,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.68,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.68,SRP050404
SRR1690354,AMPLICON,311,30183000,PRJNA268708,SAMN03223916,Metagenome or environmental,15477864,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793867,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.69,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.69,SRP050404
SRR1690429,AMPLICON,310,19828937,PRJNA268708,SAMN03223917,Metagenome or environmental,10203142,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793880,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.70,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.70,SRP050404
SRR1690468,AMPLICON,308,13613466,PRJNA268708,SAMN03223918,Metagenome or environmental,7431698,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793911,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.71,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.71,SRP050404
SRR1690581,AMPLICON,309,12706550,PRJNA268708,SAMN03223919,Metagenome or environmental,6875535,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793912,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.72,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.72,SRP050404
SRR1690640,AMPLICON,309,18030818,PRJNA268708,SAMN03223920,Metagenome or environmental,9771461,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793928,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.73,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.73,SRP050404
SRR1690743,AMPLICON,309,18793241,PRJNA268708,SAMN03223921,Metagenome or environmental,10286267,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793938,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.74,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.74,SRP050404
SRR1690840,AMPLICON,310,19575643,PRJNA268708,SAMN03223922,Metagenome or environmental,10493211,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793948,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.75,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.75,SRP050404
SRR1690896,AMPLICON,310,22454912,PRJNA268708,SAMN03223923,Metagenome or environmental,12279953,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793964,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.76,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.76,SRP050404
SRR1690963,AMPLICON,309,21187217,PRJNA268708,SAMN03223924,Metagenome or environmental,11424127,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX793998,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.77,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.77,SRP050404
SRR1693198,AMPLICON,308,12172483,PRJNA268708,SAMN03223926,Metagenome or environmental,6760229,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796018,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.79,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.79,SRP050404
SRR1693199,AMPLICON,310,20163786,PRJNA268708,SAMN03223927,Metagenome or environmental,10726232,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796019,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.80,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.80,SRP050404
SRR1693200,AMPLICON,309,19985233,PRJNA268708,SAMN03223925,Metagenome or environmental,10709027,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796013,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.78,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.78,SRP050404
SRR1693202,AMPLICON,309,16519347,PRJNA268708,SAMN03223928,Metagenome or environmental,8931142,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796021,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.81,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.81,SRP050404
SRR1693203,AMPLICON,307,14116243,PRJNA268708,SAMN03223929,Metagenome or environmental,8086900,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796022,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.82,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.82,SRP050404
SRR1693204,AMPLICON,309,17185401,PRJNA268708,SAMN03223930,Metagenome or environmental,9352640,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796024,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.83,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.83,SRP050404
SRR1693205,AMPLICON,310,23201557,PRJNA268708,SAMN03223931,Metagenome or environmental,12371285,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796025,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.84,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.84,SRP050404
SRR1693206,AMPLICON,310,19583261,PRJNA268708,SAMN03223932,Metagenome or environmental,10256108,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796029,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.85,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.85,SRP050404
SRR1693207,AMPLICON,309,22536001,PRJNA268708,SAMN03223933,Metagenome or environmental,12389843,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796030,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.86,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.86,SRP050404
SRR1693208,AMPLICON,311,27106032,PRJNA268708,SAMN03223934,Metagenome or environmental,13999660,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796031,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.87,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.87,SRP050404
SRR1693209,AMPLICON,309,23259657,PRJNA268708,SAMN03223935,Metagenome or environmental,12698897,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796032,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.88,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.88,SRP050404
SRR1693210,AMPLICON,309,25071051,PRJNA268708,SAMN03223936,Metagenome or environmental,13564517,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796034,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.89,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.89,SRP050404
SRR1693211,AMPLICON,308,16565966,PRJNA268708,SAMN03223937,Metagenome or environmental,9345850,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796036,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.90,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.90,SRP050404
SRR1693212,AMPLICON,311,19325718,PRJNA268708,SAMN03223938,Metagenome or environmental,9943101,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796037,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.91,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.91,SRP050404
SRR1693214,AMPLICON,309,22524330,PRJNA268708,SAMN03223939,Metagenome or environmental,12375095,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796038,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.92,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.92,SRP050404
SRR1693215,AMPLICON,310,28792838,PRJNA268708,SAMN03223940,Metagenome or environmental,15009602,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796039,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.93,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.93,SRP050404
SRR1693216,AMPLICON,309,20254121,PRJNA268708,SAMN03223941,Metagenome or environmental,10825078,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796040,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.94,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.94,SRP050404
SRR1693217,AMPLICON,310,21364088,PRJNA268708,SAMN03223942,Metagenome or environmental,11432705,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796041,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.96,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.96,SRP050404
SRR1693218,AMPLICON,311,22986222,PRJNA268708,SAMN03223943,Metagenome or environmental,11934910,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796042,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.97,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.97,SRP050404
