"","OTU","Sample","Abundance","host_disease","author","host_subtype","Kingdom","Phylum","Class","Order","Family","Genus"
"2412","ASV62","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2413","ASV62","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2415","ASV62","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2416","ASV62","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2417","ASV62","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2418","ASV62","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2419","ASV62","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2420","ASV62","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2421","ASV62","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2422","ASV62","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2423","ASV62","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2424","ASV62","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2425","ASV62","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2426","ASV62","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2428","ASV62","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2429","ASV62","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2430","ASV62","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"2431","ASV620","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2432","ASV620","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2433","ASV620","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2434","ASV620","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2435","ASV620","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2436","ASV620","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2437","ASV620","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2438","ASV620","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2439","ASV620","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2440","ASV620","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2441","ASV620","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2442","ASV620","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2443","ASV620","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2444","ASV620","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2445","ASV620","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2446","ASV620","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2447","ASV620","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2448","ASV620","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2449","ASV620","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2450","ASV620","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2451","ASV620","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2452","ASV620","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2453","ASV620","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2455","ASV620","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2456","ASV620","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2457","ASV620","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2458","ASV620","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2459","ASV620","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2460","ASV620","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"2461","ASV624","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2462","ASV624","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2463","ASV624","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2464","ASV624","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2465","ASV624","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2466","ASV624","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2467","ASV624","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2468","ASV624","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2469","ASV624","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2470","ASV624","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2471","ASV624","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2472","ASV624","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2473","ASV624","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2474","ASV624","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2475","ASV624","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2476","ASV624","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2477","ASV624","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2478","ASV624","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2479","ASV624","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2480","ASV624","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2481","ASV624","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2482","ASV624","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2483","ASV624","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2484","ASV624","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2485","ASV624","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2486","ASV624","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2487","ASV624","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2488","ASV624","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2490","ASV624","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallis"
"2491","ASV630","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2492","ASV630","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2493","ASV630","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2494","ASV630","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2495","ASV630","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2496","ASV630","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2497","ASV630","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2498","ASV630","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2499","ASV630","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2500","ASV630","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2501","ASV630","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2503","ASV630","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2504","ASV630","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2505","ASV630","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2506","ASV630","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2507","ASV630","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2508","ASV630","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2509","ASV630","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2510","ASV630","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2511","ASV630","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2512","ASV630","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2513","ASV630","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2514","ASV630","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2515","ASV630","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2516","ASV630","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2517","ASV630","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2518","ASV630","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2519","ASV630","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2520","ASV630","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"2522","ASV644","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2523","ASV644","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2524","ASV644","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2525","ASV644","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2526","ASV644","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2527","ASV644","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2528","ASV644","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2529","ASV644","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2530","ASV644","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2531","ASV644","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2532","ASV644","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2533","ASV644","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2534","ASV644","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2535","ASV644","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2536","ASV644","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2537","ASV644","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2538","ASV644","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2539","ASV644","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2540","ASV644","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2541","ASV644","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2542","ASV644","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2543","ASV644","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2544","ASV644","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2545","ASV644","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2546","ASV644","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2547","ASV644","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2548","ASV644","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2549","ASV644","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2550","ASV644","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"2551","ASV661","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2552","ASV661","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2553","ASV661","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2554","ASV661","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2555","ASV661","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2556","ASV661","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2557","ASV661","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2558","ASV661","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2559","ASV661","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2560","ASV661","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2561","ASV661","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2562","ASV661","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2563","ASV661","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2564","ASV661","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2565","ASV661","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2566","ASV661","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2567","ASV661","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2569","ASV661","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2570","ASV661","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2571","ASV661","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2572","ASV661","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2574","ASV661","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2575","ASV661","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2576","ASV661","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2577","ASV661","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2578","ASV661","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2579","ASV661","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2580","ASV661","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"2581","ASV667","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2582","ASV667","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2583","ASV667","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2584","ASV667","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2585","ASV667","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2586","ASV667","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2588","ASV667","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2589","ASV667","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2590","ASV667","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
